id,name,artists,instruments,speechiness,instrumentalness,key,mode,tempo,loudness,theme,chords_1,chords_2,chords_1_numeric,chords_2_numeric,normal_chords_1_numeric,normal_chords_2_numeric,diff_chords_1_numeric,diff_chords_2_numeric
5kFkQoKmsuRZjjS4GEaxNj,Frente a frente (feat. Tulsa),"Bunbury, Tulsa","['piano', 'guitar']",0.0288,3.52e-06,7,0,138.013,-8.192,"The song ""Frente a frente"" by Bunbury featuring Tulsa explores themes of confrontation and emotional vulnerability in relationships. The lyrics reflect the tension between love and conflict, highlighting the complexities of human connections and the struggle to communicate one's true feelings. The duet emphasizes the duality of passion and pain, illustrating how intimacy can lead to both joy and heartbreak. Overall, it captures the essence of facing each other honestly, even in the midst of difficulties.","['Em', 'C', 'G', 'D']","['Am', 'F', 'C', 'G']","[16, 0, 7, 2]","[21, 5, 0, 7]","[9, -7, 0, -5]","[14, -2, -7, 0]","[-16, 7, -5]","[-16, -5, 7]"
3nTP1d8K9jHFHiozzXGVDF,Por Amarte,Enrique Iglesias,"['guitar', 'keyboard']",0.0295,0.000285,9,1,127.933,-8.621,Amar es una cosa especial no se viene y va Amar solo te pasa una vez pero de verdad Amar es cuando solo piensas en donde estara Amar es como un milagro muy dificil explicar Amar es cuando la proteges de la lluvia y el viento Amar es cuando tu la abrasas y te olvidas del tiempo  Amar es cuando tu la vez y te pones nervioso,"['F', 'G', 'Em', 'Am']","['F', 'G', 'C', 'Am']","[5, 7, 16, 21]","[5, 7, 0, 21]","[-4, -2, 7, 12]","[-4, -2, -9, 12]","[2, 9, 5]","[2, -7, 21]"
4FdwRmlzP5KGM7OewGBYiu,Olvídame y Pega la Vuelta,Pimpinela,"['piano', 'synthesizer']",0.181,0.0,8,1,76.693,-5.759,Hace dos años y un día que vivo sin él Hace dos años y un día que no lo e vuelto a ver Y aunque no he sido feliz aprendí a vivir sin su amor Pero al ir olvidando de pronto una noche volvió ¿Quién es?.. (Soy yo...) ¿Qué vienes a buscar?.. (A ti...)  Ya es tarde... (¿Por qué?..),"['Am', 'F', 'C', 'G']","['Am', 'F', 'C', 'E']","[21, 5, 0, 7]","[21, 5, 0, 4]","[13, -3, -8, -1]","[13, -3, -8, -4]","[-16, -5, 7]","[-16, -5, 4]"
4620s2Uh7ipo6sOaIyZJdA,El rompeolas - 2013 Remastered Version,"Loquillo Y Los Trogloditas, Loquillo","['guitar', 'keyboard']",0.0287,2.02e-05,7,1,119.907,-6.566,"""El rompeolas"" by Loquillo y Los Trogloditas reflects themes of nostalgia, longing, and the passage of time. The lyrics evoke a sense of yearning for lost moments and connections, using imagery related to the sea and urban life. The song captures the emotions tied to memories and experiences, highlighting the bittersweet nature of reminiscence. Overall, it resonates with anyone who has experienced a deep connection to a place or the people within it.","['C', 'G', 'Am', 'F']","['D', 'A', 'Bm', 'G']","[0, 7, 21, 5]","[2, 9, 23, 7]","[-7, 0, 14, -2]","[-5, 2, 16, 0]","[7, 14, -16]","[7, 14, -16]"
1sPw28uimhBPPvxpwmfljV,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna","['piano', 'guitar']",0.0419,0.0,6,0,100.04,-5.612,"The song ""Cuando Éramos Dos"" by Sinsinati and Álvaro De Luna explores themes of nostalgia and longing for a past romantic relationship. The lyrics reflect on the memories shared between two people and the emotional connection that once existed, contrasting it with the present feeling of separation and loss. It captures the bittersweet essence of reminiscing about happier times while grappling with the current reality of being apart. Overall, the song evokes a sense of yearning and the impact of love that lingers even after a relationship has ended.","['C', 'G', 'Am', 'F']","['D', 'A', 'Bm', 'G']","[0, 7, 21, 5]","[2, 9, 23, 7]","[-6, 1, 15, -1]","[-4, 3, 17, 1]","[7, 14, -16]","[7, 14, -16]"
64b4H2swBOouj8J0AZ4buE,Humo,Jarabe De Palo,"['guitar', 'drums']",0.0395,0.0,7,1,74.954,-6.422,"Ahora, que empiezo de cero  El tiempo es humo  El tiempo es incierto  Ahora que ya no me creo  Que la vida sera un sueño  Ahora que solo el ahora   Es lo unico quetengo ","['D', 'A', 'Bm', 'G']","['D', 'A', 'G', 'A']","[2, 9, 23, 7]","[2, 9, 7, 9]","[-5, 2, 16, 0]","[-5, 2, 0, 2]","[7, 14, -16]","[7, -2, 2]"
1AODZVWUeYlsKoFTo2iyEA,Perdona (Ahora Sí Que Sí),"Carolina Durante, Amaia","['guitar', 'synthesizer']",0.0446,2.18e-05,10,1,135.06,-3.753,"The theme of ""Perdona (Ahora Sí Que Sí)"" by Carolina Durante and Amaia revolves around the complexities of love and regret. The lyrics express a sense of longing and the desire for forgiveness after a mistake or misunderstanding in a relationship. The song captures the emotional turbulence of reconciling past actions with the hope for a renewed connection. Ultimately, it highlights the importance of communication and the willingness to make amends in romantic dynamics.","['C', 'G', 'Am', 'F']","['F', 'Am', 'G', 'C']","[0, 7, 21, 5]","[5, 21, 7, 0]","[-10, -3, 11, -5]","[-5, 11, -3, -10]","[7, 14, -16]","[16, -14, -7]"
1PfoZMl6U6XapBKG5tnjuK,Ayer,La Habitación Roja,"['guitar', 'drums']",0.0837,0.000218,7,1,142.039,-5.319,"Ayer, estabas tan ausente y no supe entender que el silencio no para de hablar ayer, no pude abrazarte decirte las palabras adecuadas  no quiero seguir haciéndote sentir así ","['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[-7, 0, 14, -2]","[-7, 0, 14, -2]","[7, 14, -16]","[7, 14, -16]"
73yWjpBQg1oc1NUltyIFtT,Yofo,Molotov,"['guitar', 'bass']",0.0483,0.0133,1,1,135.034,-5.772,"The song ""Yofo"" by Molotov explores themes of rebellion and self-identity, particularly in the context of societal and political issues. It emphasizes the importance of individual freedom and the rejection of conformity, highlighting frustrations with authority and social norms. The lyrics reflect a sense of empowerment and the need to voice one's opinions against oppression. Overall, the song advocates for authenticity and the courage to stand up for one's beliefs.","['D', 'A', 'G', 'A']","['D', 'A', 'G', 'A']","[2, 9, 7, 9]","[2, 9, 7, 9]","[1, 8, 6, 8]","[1, 8, 6, 8]","[7, -2, 2]","[7, -2, 2]"
7qC5bbDgye5uOdLjjzWYKy,Zodiaco,Moderatto,"['synthesizer', 'guitar']",0.0305,2.36e-05,5,1,128.097,-5.328,"The song ""Zodiaco"" by Moderatto explores themes of love and desire, using astrological imagery to convey deep emotional connections and the influence of the stars on relationships. The lyrics suggest that each zodiac sign embodies unique traits that affect romantic dynamics, highlighting the idea that destiny and cosmic forces play a significant role in love. Overall, it captures a playful yet passionate approach to understanding personal connections through the lens of astrology.","['F', 'G', 'Em', 'Am']","['C', 'G', 'D', 'Em']","[5, 7, 16, 21]","[0, 7, 2, 16]","[0, 2, 11, 16]","[-5, 2, -3, 11]","[2, 9, 5]","[7, -5, 14]"
6vOKCDntcnOWFOsEAmu5zI,Juana María,Los Vasquez,"['guitar', 'keyboard']",0.0399,0.0,2,1,200.028,-5.319,"Todo el día me acuerdo de ti, me acuesto y me levanto así Yo no sé qué cosa rara está pasando, todo el día me acuerdo de ti. Cierro los ojos y me acuerdo de ti, escucho música y me acuerdo de ti Y pasa el tiempo y ya no quiero, ya no quiero, ya no quiero ser  solo tu amigo","['C', 'G', 'Am', 'F']","['G', 'F', 'C', 'G']","[0, 7, 21, 5]","[7, 5, 0, 7]","[-2, 5, 19, 3]","[5, 3, -2, 5]","[7, 14, -16]","[-2, -5, 7]"
5rGphVLnbPdyBQ5X3rjb2X,Te Llevo para Que Me Lleves,Gustavo Cerati,"['synthesizer', 'guitar']",0.028,0.294,11,0,130.151,-12.475,"Te conozco de otra vida, hoy saldrás por la ventana Como un puñal, rasgando las tinieblas si te llevo es para que me lleves, au oh Sin hablar, solo roces  quiero ver tus ojos rojos","['D', 'A', 'Bm', 'G']","['D', 'A', 'Bm', 'G']","[2, 9, 23, 7]","[2, 9, 23, 7]","[-9, -2, 12, -4]","[-9, -2, 12, -4]","[7, 14, -16]","[7, 14, -16]"
7bxwO0efsmXk6tWFl2Wvw2,Prejuicios,Árbol,"['guitar', 'drums']",0.0286,2.8e-05,4,1,90.78,-4.332,"Yo no soy quien , para hablar mal de nadie. Pero Osvaldo, era un irrespetuoso, un tremendo hijo de puta, un ignorante, mentiroso,  un avaro, mal criado, un jodido hinchapelotas,","['A', 'D', 'E', 'A']","['A', 'D', 'E', 'A']","[9, 2, 4, 9]","[9, 2, 4, 9]","[5, -2, 0, 5]","[5, -2, 0, 5]","[-7, 2, 5]","[-7, 2, 5]"
2wXyF3apEwRcwBMJkndksV,Puede Ser,Conchita,"['piano', 'guitar']",0.154,0.0,9,1,172.023,-6.931,"Puede ser que me haya equivocado una y otra vez Pero esta vez es cierto que todo va a ir bien Lo siento aquí en el pecho y en tu cara también Y debe ser que pienso igual que ayer pero del revés Todo se ve mas claro más fácil, no sé Las cosas se van ordenando solas sin querer  ","['C', 'G', 'Am', 'F']","['F', 'G', 'C', 'Em']","[0, 7, 21, 5]","[5, 7, 0, 16]","[-9, -2, 12, -4]","[-4, -2, -9, 7]","[7, 14, -16]","[2, -7, 16]"
03CK09Va5nmnr4UwubyZtz,Sera,El Canto Del Loco,"['guitar', 'keyboard']",0.0374,4e-06,6,1,185.879,-4.541,"The song ""Sera"" by El Canto Del Loco reflects themes of uncertainty, hope, and the passage of time. It conveys a sense of longing for a better future, emphasizing the importance of optimism despite life's challenges. The lyrics illustrate the struggle between facing the present and dreaming of what could be, ultimately suggesting that there is beauty in both anticipation and acceptance of life's unpredictability.","['D', 'A', 'Bm', 'G']","['D', 'A', 'G', 'A']","[2, 9, 23, 7]","[2, 9, 7, 9]","[-4, 3, 17, 1]","[-4, 3, 1, 3]","[7, 14, -16]","[7, -2, 2]"
1NxFzOsXF3DXLH1xyon6vH,Quiereme,El Barrio,"['guitar', 'trumpet']",0.0888,0.0,0,0,109.028,-5.613,"The song ""Quiereme"" by El Barrio explores themes of love, longing, and emotional connection. The lyrics express a deep desire for affection and understanding from a significant other, emphasizing the importance of love in overcoming life's challenges. Through heartfelt imagery and poignant expressions, the song captures the complexity and beauty of romantic relationships, conveying both vulnerability and hope. Ultimately, it highlights the transformative power of love and the yearning for companionship.","['Am', 'F', 'C', 'G']","['Am', 'F', 'C', 'G']","[21, 5, 0, 7]","[21, 5, 0, 7]","[21, 5, 0, 7]","[21, 5, 0, 7]","[-16, -5, 7]","[-16, -5, 7]"
1OpqdXV4GPhsSkV5i9njeZ,Bailarina,Maldita Nerea,"['piano', 'guitar']",0.0396,0.0,5,1,129.979,-4.428,Yo sé que estás ahí  Eh!  Imaginando cómo despertar  Si lo puedes sentir  Es porqué esto acaba de empezar  No se te escucha bien  O es que no tienes nada que contar ,"['C', 'G', 'Am', 'F']","['Dm', 'Am', 'G', 'C']","[0, 7, 21, 5]","[14, 21, 7, 0]","[-5, 2, 16, 0]","[9, 16, 2, -5]","[7, 14, -16]","[7, -14, -7]"
6mZLg14FVI4REkd1G4eS8f,Por Ti,El Canto Del Loco,"['guitar', 'drums']",0.0292,0.0,3,1,124.981,-8.25,"Siempre he estado pensado como agradecerte Por hacerme el regalo más grande, más fuerte Haberme regalado todo lo que tienes Y si es así, es así Has perdido tu tiempo por mis ilusiones  Y cambiaste llorar por luchar en mi nombre ","['C', 'G', 'Am', 'F']","['F', 'G', 'C', 'C']","[0, 7, 21, 5]","[5, 7, 0, 0]","[-3, 4, 18, 2]","[2, 4, -3, -3]","[7, 14, -16]","[2, -7, 0]"
2xVrFCODKe7cGjc8nkOINq,Pausa,IZAL,"['guitar', 'keyboard']",0.028,0.00225,11,0,81.937,-11.379,Yo solo pido pausa y tu me das ojos de huracán. Yo solo pido calma y tu haces   espuma el agua del mar. ,"['C', 'G', 'Am', 'F']","['D', 'A', 'Bm', 'G']","[0, 7, 21, 5]","[2, 9, 23, 7]","[-11, -4, 10, -6]","[-9, -2, 12, -4]","[7, 14, -16]","[7, 14, -16]"
17LM7c7F3XMXSkXJKEN7CG,El hijo de la Inés,Marea,"['guitar', 'drums']",0.0645,0.0521,0,1,179.211,-6.628,"The song ""El hijo de la Inés"" by Marea explores themes of nostalgia, longing, and the struggle of identity. It tells the story of a man reflecting on his past, his roots, and the impact of his upbringing on his current life. The lyrics evoke a sense of connection to family and heritage, while also grappling with the challenges of personal growth and self-discovery. Overall, it captures the emotional complexity of reconciling one's past with the present.","['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[0, 7, 21, 5]","[5, 0, 7, 21]","[7, 14, -16]","[-5, 7, 14]"
7bdPhIMC9w9aa7xMxVGmu6,Quiero un camino (con Álvaro Urquijo),"Taxi, Álvaro Urquijo","['acoustic guitar', 'percussion']",0.0355,0.0,0,1,125.998,-4.965,"The theme of ""Quiero un camino"" revolves around the desire for personal transformation and the search for direction in life. The lyrics express a longing for clarity and a meaningful path to follow, reflecting feelings of uncertainty and the need for guidance. Through collaboration with Álvaro Urquijo, the song also highlights the importance of companionship and support in navigating life's journey. Ultimately, it conveys a yearning for hope and the pursuit of dreams amidst challenges.","['C', 'G', 'Am', 'F']","['D', 'A', 'Bm', 'G']","[0, 7, 21, 5]","[2, 9, 23, 7]","[0, 7, 21, 5]","[2, 9, 23, 7]","[7, 14, -16]","[7, 14, -16]"
5Tqzffefo3Ua5G9ScLAnBe,Todos los Besos,Los Rebujitos,"['guitar', 'drums']",0.144,0.0,7,0,112.88,-4.876,"Tuu, mi otra parte que esperaba lo que siento aqui en mi alma lo siento en mi sentiir tuu, que endulzas las palaabras y cuando te callas  el silencio sabe a tii ","['C', 'G', 'Am', 'F']","['D', 'A', 'Bm', 'G']","[0, 7, 21, 5]","[2, 9, 23, 7]","[-7, 0, 14, -2]","[-5, 2, 16, 0]","[7, 14, -16]","[7, 14, -16]"
6tZI1nTl6m40HG5Rs7QuHL,El Principio de algo,"La La Love You, Samuraï","['guitar', 'drums']",0.0518,0.0,6,1,141.106,-3.793,"The song ""El Principio de Algo"" by La La Love You and Samuraï explores themes of new beginnings and the excitement that comes with embarking on fresh experiences. The lyrics convey a sense of hope and anticipation, highlighting the joy of embracing change and the unknown. There’s also an underlying message about the importance of connection and the transformative power of relationships. Overall, it captures the essence of starting anew and the possibilities that lie ahead.","['C', 'G', 'Am', 'F']","['C', 'Em', 'F', 'G']","[0, 7, 21, 5]","[0, 16, 5, 7]","[-6, 1, 15, -1]","[-6, 10, -1, 1]","[7, 14, -16]","[16, -11, 2]"
4FrThBco0jLqXEMULUhSM9,Purpurina,Alberto Gambino,"['synthesizer', 'drums']",0.0688,0.0,9,1,132.08,-6.093,Y esque esa gyal tiene que ser mi gambina la veo por la calle adoro como camina quiero lamer su glos quiero esnifar su purpurinaa y ella es mi adiccion ella es mi cocaina  Para mi cama casi no puedo verte ,"['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-9, -2, 12, -4]","[-9, -2, -4, -9]","[7, 14, -16]","[7, -2, -5]"
0Ok3U9jUJP3cVcSfBEN4o6,Madame Ayahuasca,Taburete,"['guitar', 'saxophone']",0.0388,2.54e-05,10,1,143.947,-3.947,En Tandentori perdimos la cabeza Cargamos lo vital Cantamos por el mundo Que se encarga de que nunca No nos falte de nada  Intentar no pensar en lo vivido ,"['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[-10, -3, 11, -5]","[-5, -10, -3, 11]","[7, 14, -16]","[-5, 7, 14]"
020aPMXlwYFpPB7cI8Kuc1,El ritmo del garaje,Loquillo,"['guitarra', 'batería']",0.0545,0.000504,7,1,140.885,-3.566,"Tu madre no lo dice, no  pero me mira mal.  Quien es el chico tan raro con el que vas?  Cuando yo estoy delante me trata muy normal,  y a solas te imagina un novio mas formal.    Cualquier noche los gatos de tu callejon ","['D', 'A', 'Bm', 'G']","['D', 'A', 'G', 'D']","[2, 9, 23, 7]","[2, 9, 7, 2]","[-5, 2, 16, 0]","[-5, 2, 0, -5]","[7, 14, -16]","[7, -2, -5]"
7p86AB1S0CeNeYc7CfWvGR,La noche me resbala,Señor Trepador,"['synthesizer', 'guitar']",0.0649,0.0,8,1,94.871,-4.726,"Dime, que la noche aqui no acaba que me quedo como estaba con las ganas de volar. Dime, que me subo por las ramas la sangre se me derrama  y estoy arto de aguantar. ","['G', 'D', 'Em', 'C']","['C', 'G', 'D', 'Em']","[7, 2, 16, 0]","[0, 7, 2, 16]","[-1, -6, 8, -8]","[-8, -1, -6, 8]","[-5, 14, -16]","[7, -5, 14]"
02dphTJYUQ9pmdNC52iyOz,Fiesta Pagana,Mägo de Oz,"['violin', 'flute']",0.0695,4.22e-05,11,0,135.54,-4.845,"[Jornada nº 11 en el camino, en Valladolid acuden al anochecer, a una celebración pagana en la que los cánticos y las danzas, se mezclan con condenas hacia el feudalismo, la iglesia y el hambre que padece el pueblo. ¡¡Castilla entera es comunera!!] Cuando despiertes un día Y sientas que no puedes más Que en el nombre del de arriba Tu vida van a manejar   ","['D', 'A', 'G', 'D']","['D', 'A', 'G', 'A']","[2, 9, 7, 2]","[2, 9, 7, 9]","[-9, -2, -4, -9]","[-9, -2, -4, -2]","[7, -2, -5]","[7, -2, 2]"
6SCGDAO9pBX6dmyeFEe0cm,Jesucristo García,Extremoduro,"['electric guitar', 'drums']",0.093,1.74e-05,2,1,166.343,-10.731,Concreté la fecha de mi muerte con Satán. Le engañé y ahora no hay quien me pare los pies. Razonar es siemre tan difá­cil para mí­.  Que más da,"['E', 'G', 'A', 'E']","['E', 'G', 'A', 'C']","[4, 7, 9, 4]","[4, 7, 9, 0]","[2, 5, 7, 2]","[2, 5, 7, -2]","[3, 2, -5]","[3, 2, -9]"
1t9xsch2D9URgAFWuE7kc8,El Baile,IZAL,"['guitar', 'synthesizer']",0.0609,0.0,11,1,149.946,-5.092,"Llega el fin de los finales, llamas brillan en el cielo salteremos por los aires bajo columnas de fuego 24 horas nos quedan  ya importan menos las penas ","['Am', 'F', 'C', 'G']","['Am', 'G', 'F', 'C']","[21, 5, 0, 7]","[21, 7, 5, 0]","[10, -6, -11, -4]","[10, -4, -6, -11]","[-16, -5, 7]","[-14, -2, -5]"
2wvmkXG4foIJ2xUiwLhBjA,Moving,Macaco,"['guitar', 'accordion']",0.138,0.0,2,1,149.946,-7.785,"Moving, all the people moving,  one move for just one dream We see moving, all the people moving,  one move for just one dream Tiempos de pequeños movimientos...  movimientos en reacción ","['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[-2, 5, 19, 3]","[3, -2, 5, 19]","[7, 14, -16]","[-5, 7, 14]"
2xgzcb9QUc22OzmdEnil58,Galdeo,Willvin,"['guitar', 'synthesizer']",0.103,0.0,7,0,90.997,-7.898,"The song ""Galdeo"" by Willvin explores themes of longing and introspection. The lyrics convey a sense of yearning for connection and understanding, reflecting on personal struggles and the desire for emotional clarity. The narrative weaves together feelings of vulnerability and hope, suggesting a journey towards self-discovery and reconciliation. Overall, the song captures the complexities of relationships and the quest for meaningful connections.","['C', 'G', 'Am', 'F']","['D', 'A', 'Bm', 'G']","[0, 7, 21, 5]","[2, 9, 23, 7]","[-7, 0, 14, -2]","[-5, 2, 16, 0]","[7, 14, -16]","[7, 14, -16]"
4yzStMf0kJ8x6YxbjfxSsD,rosé,"¥ EleK-47 ¥, JotaYR","['synthesizer', 'drum machine']",0.0374,0.0,4,0,94.982,-5.433,"The theme of ""Rosé"" by ¥ EleK-47 ¥ and JotaYR revolves around the celebration of life, personal freedom, and love. The lyrics convey a sense of indulgence in pleasures and experiences, often using vivid imagery and metaphors related to romance and relationships. There's a juxtaposition of temporary bliss versus deeper emotional connections. Overall, it captures the essence of living in the moment while navigating complex feelings.","['C', 'G', 'Am', 'F']","['G', 'D', 'Em', 'C']","[0, 7, 21, 5]","[7, 2, 16, 0]","[-4, 3, 17, 1]","[3, -2, 12, -4]","[7, 14, -16]","[-5, 14, -16]"
0PbTWPOptUD2nS5HkowsYa,Una Vez,"Yuriel Es Musica, Angeliko On Black, Lúi Onthebeat, Luny Tunes","['piano', 'synthesizer']",0.0943,0.000316,2,0,106.072,-11.087,"The song ""Una Vez"" revolves around themes of love, longing, and the emotional complexities of relationships. The lyrics express a desire to reconnect with a past lover, reflecting on the intensity of their shared moments while acknowledging the challenges that led to their separation. The overall vibe combines nostalgia with a sense of hope, emphasizing the idea that love can transcend time and circumstances. The collaboration between the artists enhances the emotional depth, blending their unique styles to convey a powerful message.","['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[-2, 5, 19, 3]","[3, -2, 5, 19]","[7, 14, -16]","[-5, 7, 14]"
497F6buskwu3A31FqjfnCN,Que se entere Madrid,Vanesa Martín,"['piano', 'guitar']",0.0346,0.0,4,1,100.041,-5.757,"Que se entere Madrid, ay...  Que se entere Madrid, que he venido a por ti,  a beberme tu olor, a quedarme en tu piel, a llenarme de ti.  Que se entere el amor, que he llegado a la vez,  que hasta el miedo se va, se acobarda sin más, si te ve amanecer.    ","['C', 'G', 'Am', 'F']","['F', 'G', 'C', 'Am']","[0, 7, 21, 5]","[5, 7, 0, 21]","[-4, 3, 17, 1]","[1, 3, -4, 17]","[7, 14, -16]","[2, -7, 21]"
5dkyDjH9yOQdTa6KzfExXe,Dinamita (feat. M-Clan) - Acústico,"Sidecars, M-Clan, Tarque, Ruiperez","['acoustic guitar', 'keyboard']",0.0423,0.0,10,1,153.026,-8.807,"""Dinamita"" by Sidecars featuring M-Clan explores themes of passion, energy, and the explosive nature of love and desire. The lyrics capture a sense of urgency and intensity, reminiscent of the metaphor of dynamite, symbolizing both the exhilarating highs and potential dangers of such fervent emotions. The collaboration adds a rich, acoustic texture that enhances the raw, powerful sentiments expressed throughout the song. Overall, it’s a celebration of love's capacity to ignite and transform.","['G', 'D', 'Em', 'C']","['C', 'G', 'D', 'Em']","[7, 2, 16, 0]","[0, 7, 2, 16]","[-3, -8, 6, -10]","[-10, -3, -8, 6]","[-5, 14, -16]","[7, -5, 14]"
4dqR44eVmK4S9gbJPcxQWW,Para Que el Mundo lo Vea,Arnau Griso,"['piano', 'guitar']",0.0385,0.0,8,1,90.987,-6.296,"Puesta del sol, échale otra foto No sea que la veas con tus propios ojos Solo comes platos posteables Ahora mi cena me hace sentir miserable Es viernes el beber me llama  Obligación social aunque me pille en pijama ","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'G']","[0, 7, 21, 5]","[0, 7, 5, 7]","[-8, -1, 13, -3]","[-8, -1, -3, -1]","[7, 14, -16]","[7, -2, 2]"
42R5irny7qThOYUThAL7VW,Rojitas las orejas,Fito y Fitipaldis,"['guitar', 'bass']",0.0567,0.000131,4,0,157.931,-10.8,"""Rojitas las orejas"" by Fito y Fitipaldis explores themes of youthful love, nostalgia, and the emotional intensity of romantic experiences. The lyrics convey a sense of longing and the innocence of first loves, capturing the joy and heartache that often accompany such feelings. The imagery of blushing ears symbolizes vulnerability and the excitement that comes with attraction, reflecting the complex emotions that arise in relationships. Overall, the song celebrates the beauty of love while acknowledging its bittersweet nature.","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-4, 3, 17, 1]","[-4, 3, 1, -4]","[7, 14, -16]","[7, -2, -5]"
60nzetrant7zuKmZppPwxq,Amante,Efecto Mariposa,"['guitar', 'piano']",0.0315,0.0,0,0,132.949,-2.59,"Quererte,es tan dificil quererte, Quererte de esta manera Es que me muero por ti. Mirarte,es tan bonito mirarte, Sentirte de esta manera,  Cuando estas cerca de mi ","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[0, 7, 21, 5]","[0, 7, 5, 0]","[7, 14, -16]","[7, -2, -5]"
3Zj3UZgeP5fKJV9iO6mt6d,104 Degrees,"Slaughter Beach, Dog","['guitar', 'drums']",0.0357,0.86,7,1,114.976,-8.447,"""104 Degrees"" by Slaughter Beach, Dog explores themes of longing and the emotional complexities of relationships. The lyrics convey a sense of yearning and the discomforts that can arise from love and nostalgia, reflecting on personal memories and experiences tied to specific places and moments. The imagery of temperature and physical sensations emphasizes the intensity of emotions, blending warmth and unease. Ultimately, the song captures the bittersweet nature of connection and the struggles that accompany it.","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-7, 0, 14, -2]","[-7, 0, -2, -7]","[7, 14, -16]","[7, -2, -5]"
6I9degnsVDq2dl7GoiUGhu,Slug,Snail Mail,"['guitar', 'bass']",0.0389,0.107,4,1,117.693,-5.337,"The song ""Slug"" by Snail Mail explores themes of emotional vulnerability and the complexities of personal relationships. The lyrics convey a sense of introspection and longing, reflecting on feelings of inadequacy and the struggle to connect with others. The imagery often juxtaposes softness with harsh realities, capturing the bittersweet nature of love and self-acceptance. Ultimately, the song resonates with the universal experience of navigating one's identity and emotions in the face of external expectations.","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'F']","[0, 7, 21, 5]","[0, 7, 5, 5]","[-4, 3, 17, 1]","[-4, 3, 1, 1]","[7, 14, -16]","[7, -2, 0]"
2bhGklvrCkQbksKjiS17Pl,Sweetness Of Yr Vision,Radiator Hospital,"['guitar', 'drums']",0.0499,0.948,2,1,110.452,-4.663,"The song ""Sweetness of Yr Vision"" by Radiator Hospital explores themes of longing and romantic vulnerability. It captures the essence of infatuation and the intense emotions that come with seeing someone who captivates your heart. The lyrics reflect a blend of hope and melancholy, conveying the bittersweet nature of love as the narrator grapples with their feelings and the complexities of connection. Overall, the song emphasizes the beauty and fragility of emotional experiences in relationships.","['C', 'G', 'Am', 'F']","['F', 'C', 'G', 'Am']","[0, 7, 21, 5]","[5, 0, 7, 21]","[-2, 5, 19, 3]","[3, -2, 5, 19]","[7, 14, -16]","[-5, 7, 14]"
1R2S07B6YqebXf3SbDK0dR,1937 State Park,Car Seat Headrest,"['piano', 'guitar']",0.0344,1.61e-06,8,1,110.974,-5.733,(I never thought it would happen to me but ) No one should ever have to look at themselves I steer clear of graveyards They are cliche  In my death-obsessed generation ,"['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-8, -1, 13, -3]","[-8, -1, -3, -8]","[7, 14, -16]","[7, -2, -5]"
46Boh7rtDSxoEDZ52Qowcc,Sweet Cis Teen,Dazey and the Scouts,"['guitar', 'keyboard']",0.0553,0.442,2,1,126.608,-6.538,"""Sweet Cis Teen"" by Dazey and the Scouts explores themes of adolescent identity and empowerment, particularly regarding gender and self-acceptance. The lyrics convey a sense of rebellion against societal norms and an embrace of individuality, highlighting the struggles and triumphs of growing up as a queer person. The song celebrates authenticity and the importance of community, encouraging listeners to embrace their true selves amidst external pressures. Overall, it's an uplifting anthem for self-expression and acceptance.","['G', 'C', 'D', 'Em']","['C', 'G', 'Em', 'D']","[7, 0, 2, 16]","[0, 7, 16, 2]","[5, -2, 0, 14]","[-2, 5, 14, 0]","[-7, 2, 14]","[7, 9, -14]"
